REGIÓN;PROVINCIA;DISTRITO;CODIGO DEL RECURSO;NOMBRE DEL RECURSO;CATEGORÍA;TIPO DE CATEGORÍA;SUB TIPO CATEGORÍA;URL;LATITUD;LONGITUD;FECHA_DE_CORTE
Cusco;Urubamba;URUBAMBA;8380;Sitio Arqueologico Palacio De Huayna Ccapac;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8380;-72.11442947387695;-13.307193353401194;20230102
Lima;Lima;BARRANCO;8381;Casa Taller De Victor Delfin;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa de Valor Arquitectónico;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8381;-77.0236323773861;-12.14831386125733;20230102
Puno;Puno;ATUNCOLLA;11789;Laguna Umayo;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11789;-70.1631825675082;-15.732025411047044;20230102
Lima;Lima;BARRANCO;8383;Tranvía Eléctrico De Barranco;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8383;-77.02198684215545;-12.150271284539073;20230102
Loreto;Maynas;IQUITOS;8384;Casa Cohen;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa de Valor Arquitectónico;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8384;;;20230102
Cusco;Urubamba;URUBAMBA;8386;Catarata Paccha;1. SITIOS NATURALES;Caídas de agua;Cataratas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8386;;;20230102
Cusco;Cusco;CUSCO;8387;Museo Machupicchu (Casa Concha);2. MANIFESTACIONES CULTURALES;Museos y otros;Museos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8387;;;20230102
Apurimac;Abancay;CURAHUASI;8388;Laguna De Ccocha;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8388;;;20230102
Apurimac;Abancay;CURAHUASI;8399;Bosque De Ccollpa;1. SITIOS NATURALES;Zonas paisajísticas;Bosques;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8399;;;20230102
Pasco;Oxapampa;POZUZO;11608;Templo De La Divina Misericordia - Pozuzo;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Templo;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11608;-75.54295;-10.0965;20230102
Lambayeque;Chiclayo;SAÑA;8409;Mectizaña;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8409;;;20230102
Cusco;Urubamba;OLLANTAYTAMBO;8410;Sitio Arqueologico De Willkaraqay;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8410;;;20230102
Cusco;Urubamba;YUCAY;8411;Palacio Del Inca Sayritupac;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Palacio;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8411;;;20230102
Cusco;Urubamba;HUAYLLABAMBA;8412;Laguna Chaquicocha;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8412;;;20230102
Ica;Palpa;RÍO GRANDE;8413;Tumba Real Del Señor De Palpa;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8413;-75.18556999999998;-14.523535;20230102
Ica;Palpa;SANTA CRUZ;8414;Huarango Milenario;1. SITIOS NATURALES;Zonas paisajísticas;Lugares pintorescos de flora y fauna;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8414;-75.27226300000001;-14.519112;20230102
Ica;Ica;YAUCA DEL ROSARIO;8415;Fiesta De La Virgen Del Rosario De Yauca;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8415;;;20230102
Cusco;Anta;CACHIMAYO;8416;Grutas De Huaca Kunkuya;1. SITIOS NATURALES;Cavidades naturales;;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8416;;;20230102
Cusco;Anta;MOLLEPATA;8417;Andenes De Marcahuasi;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Puentes;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8417;;;20230102
Cusco;Anta;MOLLEPATA;8418;Templo De Mollepata;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8418;;;20230102
Cusco;Anta;LIMATAMBO;8419;Cascada De Pisti;1. SITIOS NATURALES;Caídas de agua;Cataratas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8419;;;20230102
Cusco;Calca;COYA;8420;Sitio Arqueologico Ccapac Cancha;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8420;;;20230102
Cusco;Calca;PISAC;8421;Laguna Totoracocha;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8421;;;20230102
Cusco;Calca;PISAC;8422;Laguna Challhuacocha;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8422;;;20230102
Cusco;Calca;LARES;8423;Sitio Arqueologico De Las Catorce Portadas;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8423;;;20230102
Cusco;Calca;LARES;8424;Laguna Hatuncocha;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8424;;;20230102
Cusco;Canchis;MARANGANI;8425;Aguas Termales De Occobamba;1. SITIOS NATURALES;Agua termo-mineral;Aguas Termales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8425;;;20230102
Cusco;Canchis;MARANGANI;8431;Laguna Cochapata;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8431;;;20230102
Cusco;Canchis;SAN PABLO;8432;Templo Santa Barbara;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8432;;;20230102
Lima;Lima;BARRANCO;8433;Casa De Artesanos Don Bosco;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa de Valor Arquitectónico;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8433;-77.023052;-12.145492309957578;20230102
Cusco;Canchis;SAN PEDRO;8434;Laguna Hampatucocha;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8434;;;20230102
Cusco;Canchis;SAN PEDRO;8435;Templo Matriz De Qqea;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8435;;;20230102
Cusco;Canchis;COMBAPATA;8436;Puente Colonial De Combapata;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Puentes;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8436;;;20230102
Cusco;Canchis;PITUMARCA;8437;Templo De Pitumarca;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8437;;;20230102
Cusco;Paruro;PARURO;8438;Iglesia De La Natividad De Paruro;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8438;;;20230102
Cusco;Paucartambo;CHALLABAMBA;8439;Festividad De La Virgen Chanca;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8439;;;20230102
Cusco;Paucartambo;PAUCARTAMBO;8440;Zona Arqueologica De Qorihuayrachina;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8440;;;20230102
Cusco;Paucartambo;PAUCARTAMBO;8441;Conjunto Arqueologico Inca Racay;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8441;;;20230102
Lima;Lima;BARRANCO;8444;Paseo Sáenz Peña;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Paseos peatonales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8444;-77.02314555644989;-12.143321252305169;20230102
Lima;Lima;BARRANCO;8445;Fiesta Del Señor De Los Milagros De Barranco;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8445;;;20230102
Lima;Lima;BARRANCO;8449;Playa Las Cascadas;1. SITIOS NATURALES;Costas;Playas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8449;-77.02846169471741;-12.140761979489651;20230102
Lima;Lima;BARRANCO;11232;Parque Antonio Raimondi De Barranco ;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11232;-77.01803699999999;-12.146917;20230102
Ica;Palpa;RÍO GRANDE;8451;Cara Del Inca.;1. SITIOS NATURALES;a. Montañas;Cerros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8451;-75.2167506357372;-14.488278595566596;20230102
Lima;Lima;BARRANCO;8452;Casa Cilloniz - C.C. Juan Parra Del Riego;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa de Valor Arquitectónico;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8452;-77.02175199999999;-12.150764;20230102
Amazonas;Luya;LAMUD;11601;Fiesta Del Señor De Gualamita;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11601;;;20230102
Amazonas;Condorcanqui;NIEVA;11600;Fiesta Patronal De Santa María De Nieva;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11600;;;20230102
Ayacucho;Huanta;HUANTA;11661;Día De La  Canción  Huantina;5. ACONTECIMIENTOS PROGRAMADOS;Artísticos;Música;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11661;;;20230102
Ayacucho;Huanta;HUANTA;11703;Museo Municipal  Ricardo E. Alvarado ;2. MANIFESTACIONES CULTURALES;Museos y otros;Museos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11703;-74.2504404746326;-12.939264883235863;20230102
Ayacucho;Huanta;HUAMANGUILLA;11714;Catarata Paccha Cucho - Sirenachayoq;1. SITIOS NATURALES;Caídas de agua;Cataratas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11714;-74.17238016931154;-13.029424094769134;20230102
Ayacucho;Huanta;HUANTA;11713;Parque De Amilcar Gamarra;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Parques;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11713;-74.24527624931335;-12.946048009605333;20230102
Ayacucho;Huanta;HUANTA;11676;Lostradicionales Dulces Huantinos ;3. FOLCLORE;Gastronomía;Dulces Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11676;;;20230102
Ayacucho;Huanta;LURICOCHA;11710;Murales De Luricocha ;2. MANIFESTACIONES CULTURALES;Otros;Pinturas murales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11710;-74.27401977408252;-12.899341735145523;20230102
Ayacucho;Huanta;HUANTA;11708;Apu Razuhuillca;1. SITIOS NATURALES;a. Montañas;Nevado;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11708;-74.16977840292773;-12.858804812847369;20230102
Pasco;Oxapampa;POZUZO;11246; Parque Nacional Yanachaga Chemillén  - Zona Huampal;1. SITIOS NATURALES;n. Áreas Protegidas;Parques Nacionales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11246;-75.57352391564771;-10.183004873476468;20230102
Pasco;Oxapampa;POZUZO;11607;Sendero Ecoturístico Emperador Guillermo I - Pozuzo;1. SITIOS NATURALES;Zonas paisajísticas;Lugares pintorescos de flora y fauna;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11607;-75.54922399561407;-10.068039173148344;20230102
Arequipa;Caylloma;MADRIGAL;8579;Sitio Arqueologico Fortaleza Del Chimpa;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8579;-71.84324741363525;-15.58943294291886;20230102
Arequipa;Caylloma;MADRIGAL;8580;Ciudadela Perdida De Malata;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8580;-71.84530735015869;-15.576101462994668;20230102
Arequipa;Caylloma;MADRIGAL;8581;Pueblo De Madrigal;2. MANIFESTACIONES CULTURALES;Pueblos;Tradicionales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8581;;;20230102
Pasco;Oxapampa;POZUZO;11606;Cementerio Los Colonos - Pozuzo;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Campos santos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11606;-75.55119216442108;-10.068562614435237;20230102
Pasco;Oxapampa;POZUZO;11604;Puente Emperador Guillermo I - Pozuzo;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Puentes;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11604;-75.549621;-10.06811;20230102
Pasco;Oxapampa;POZUZO;11365;Museo Schafferer;2. MANIFESTACIONES CULTURALES;Museos y otros;Casas Museo;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11365;-75.55120025548781;-10.068140122791583;20230102
Pasco;Oxapampa;POZUZO;11603;Iglesia Sagrado Corazón De Jesús - Pozuzo;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11603;-75.550906;-10.070561;20230102
Moquegua;General Sanchez Cerro;CHOJATA;11729;Cerro Huayna K’Enayla;1. SITIOS NATURALES;a. Montañas;Cerros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11729;-70.92900008097031;-17.128189928825112;20230102
Pasco;Oxapampa;POZUZO;11196;Plaza Los Colonos - Pozuzo;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11196;-75.5507519117042;-10.070841949731314;20230102
Pasco;Oxapampa;POZUZO;11605;Gruta De La Virgen De Lourdes - Pozuzo;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Gruta;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11605;-75.551262;-10.070878;20230102
Pasco;Oxapampa;POZUZO;11287;Aniversario De Pozuzo - Día Del Colono;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas Tradicionales(Herranza, carnavales, otros);http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11287;;;20230102
Ica;Palpa;RÍO GRANDE;8617;Puente Colgante Inca;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Puentes;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8617;-75.22404399999999;-14.549538;20230102
Ancash;Huaraz;HUARAZ;8619;Catedral De Huaraz;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8619;-77.52777099609375;-9.531008861052557;20230102
Ayacucho;Huanta;LURICOCHA;11646;Yarqa Aspiy De Luricocha;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas Tradicionales(Herranza, carnavales, otros);http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11646;;;20230102
Lambayeque;Lambayeque;MORROPE;8625;Mate Burilado;3. FOLCLORE;Artesanía y Artes;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8625;;;20230102
Lambayeque;Lambayeque;MORROPE;8626;Ceramica Morropana;3. FOLCLORE;Artesanía y Artes;Alfarería y cerámica;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8626;;;20230102
Ancash;Recuay;RECUAY;8627;Laguna De Antacocha;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8627;-77.42494583129883;-9.852340893471906;20230102
Cusco;Urubamba;URUBAMBA;8628;Valle Sagrado De Los Incas;1. SITIOS NATURALES;c. Valles;;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8628;-72.11674690246582;-13.306232800967073;20230102
Ancash;Carlos Fermin Fitzcarrald;SAN LUIS;11791;Laguna Huachucocha;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11791;-77.23706245422363;-9.168026076288069;20230102
Arequipa;Castilla;AYO;8631;Sitio Arqueologico Andenerias De K’Ello K’Ello;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8631;-72.26785182952881;-15.623656777734101;20230102
Ancash;Carlos Fermin Fitzcarrald;SAN LUIS;8632;Santuario De Pomallucay;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Santuario;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8632;-77.35113143920898;-9.051243184104741;20230102
Ancash;Carlos Fermin Fitzcarrald;SAN LUIS;10810;Danza Paso Huanquilla De San Luis;3. FOLCLORE;Músicas y Danzas;Música y Danzas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10810;;;20230102
Apurimac;Andahuaylas;ANDAHUAYLAS;8634;Encuentro De Carnaval Originario Del Perú - Pukllay Andahuaylas;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas Tradicionales(Herranza, carnavales, otros);http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8634;;;20230102
Ancash;Huarmey;HUARMEY;11481;Playa Corcovao - Puerto Huarmey;1. SITIOS NATURALES;Costas;Playas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11481;-78.16934398978718;-10.09740224341004;20230102
Apurimac;Abancay;ABANCAY;8640;Plaza De Armas De Abancay;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8640;-72.87885904312134;-13.637353943907508;20230102
Apurimac;Abancay;ABANCAY;8641;Plaza Micaela Bastidas;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8641;-72.87471771240234;-13.635904674965195;20230102
Apurimac;Abancay;ABANCAY;8642;Parque  Ocampo;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Parques;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8642;-72.87993729114532;-13.636710115097541;20230102
Apurimac;Abancay;ABANCAY;8643;Casa De David Samanez Ocampo;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa de Valor Arquitectónico;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8643;-72.87697479128838;-13.636273509541475;20230102
Apurimac;Abancay;ABANCAY;8644;Casa Hacienda De Pachachaca;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa-Hacienda;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8644;-72.9194290044441;-13.6602712880811;20230102
Apurimac;Abancay;CIRCA;8645;Casa  Hacienda De Vilcabamba;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa-Hacienda;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8645;;;20230102
Apurimac;Abancay;CHACOCHE;8646;Casa Hacienda De Casinchihua;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa-Hacienda;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8646;;;20230102
Apurimac;Abancay;PICHIRHUA;8647;Casa Hacienda De Chontay;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa-Hacienda;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8647;;;20230102
Apurimac;Abancay;ABANCAY;8648;Cueva Asnaq Toqo;1. SITIOS NATURALES;Cavidades naturales;Grutas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8648;;;20230102
Ica;Ica;PUEBLO NUEVO;8655;Los Pichates (Primer Corte De Pelo);3. FOLCLORE;Creencias Populares;Tradiciones;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8655;;;20230102
Ica;Ica;SAN JOSÉ DE LOS MOLINOS;8656;El Cerrillo;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Sitios de Batalla;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8656;-75.69080114364624;-13.958109832747037;20230102
Ica;Chincha;EL CARMEN;8657;El Frejol Colado-El Carmen;3. FOLCLORE;Gastronomía;Dulces Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8657;;;20230102
Ancash;Casma;YAUTAN;10840;Fiesta Patronal Santo Domingo De Guzmán”;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10840;;;20230102
Ancash;Casma;COMANDANTE NOEL;10854;Fiesta Patronal San Pedro Y San Pablo;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10854;;;20230102
Ancash;Casma;CASMA;10836;Ceviche De Pato Casmeño;3. FOLCLORE;Gastronomía;Platos Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10836;;;20230102
Ancash;Casma;CASMA;10793;Picante De Cuy Casmeño;3. FOLCLORE;Gastronomía;Platos Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10793;;;20230102
Ancash;Casma;CASMA;10766;Picante De Ciño;3. FOLCLORE;Gastronomía;Platos Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10766;;;20230102
Ancash;Casma;CASMA;10845;Chicharrón De Pato De Casma;3. FOLCLORE;Gastronomía;Platos Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10845;;;20230102
Ancash;Pomabamba;HUAYLLAN;11824;Quebrada Tuctubamba;1. SITIOS NATURALES;d. Quebradas;Quebradas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11824;-77.51345057917011;-8.914643979877582;20230102
Arequipa;Caylloma;COPORAQUE;8676;Andeneria De Chiccra;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Puentes;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8676;-71.64139199829106;-15.614677053706354;20230102
Arequipa;Caylloma;COPORAQUE;8678;Sitio Arqueológico Yuraq Qaqa;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8678;-71.63580000000002;-15.6185;20230102
Arequipa;Caylloma;COPORAQUE;8679;Sitio Arqueologico Llaqtapampa;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8679;-71.64609999999999;-15.6121;20230102
Arequipa;Caylloma;COPORAQUE;8680;Complejo Arqueológico De Choccpayo;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8680;-71.644;-15.6253;20230102
Arequipa;Caylloma;COPORAQUE;8681;Danza Tradicional Qamili;3. FOLCLORE;Músicas y Danzas;;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8681;;;20230102
Puno;San Antonio De Putina;PUTINA;8693;Aguas Termales De Infiernillo;1. SITIOS NATURALES;Agua termo-mineral;Aguas Termales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8693;-69.85470056533813;-14.949408030528845;20230102
Puno;San Antonio De Putina;PUTINA;8695;Aguas Termales De Huayna Putina.;1. SITIOS NATURALES;Agua termo-mineral;Aguas No Termales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8695;-69.86567080020905;-14.91106703854622;20230102
Puno;San Antonio De Putina;PUTINA;8696;Baños Termales Piscina Municipal Wenceslao Molina;1. SITIOS NATURALES;Agua termo-mineral;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8696;-69.86989797572092;-14.913112239160705;20230102
Puno;San Antonio De Putina;PUTINA;8699;Formación Pétrea De Supay Calle;1. SITIOS NATURALES;a. Montañas;Bosque de Piedra;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8699;-69.80472564697266;-14.55513173962389;20230102
Puno;San Antonio De Putina;PUTINA;8702;Bosque De Puyas De Bellavista;1. SITIOS NATURALES;Zonas paisajísticas;Bosques;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8702;-69.93902921676641;-14.880589446487582;20230102
